question,answer_en,answer_hi,answer_mr
How to prepare for JEE mains ?,"Jee Main has 3 sections Mathematics, Physics and Chemistry each of 100 marks

1-Try to complete the section which you are confident about and best at first.

2-Previous year Papers are a must and try to solve as many mock papers you can

3-NCERT is a must for all 3 sections especially for chemistry. Do not ignore it

4-Buy Cengage books for jee main of all 3 subjects as it has deep explanation of concepts, has many numerical and lots of practice material

5-If taking coaching follow the advice of teachers

6-Try to complete the paper in 2h 30m and leave the remaining 30m for revision and solving unattempted questions (if any).If not sure about the answer, try to avoid answering the question and move on to the next one as it will save time and avoid negative marking.

7-At the end revise paper very carefully as some mistakes can be corrected if committed.

8-One Shot Videos are a must of each subject as it makes the concepts strong in less time.","जी मेन में 100 अंक के 3 खंड गणित, भौतिकी और रसायन विज्ञान हैं

1-उस खंड को पूरा करने का प्रयास करें जिसके बारे में आप पहले से आश्वस्त हैं और सबसे अच्छा है।

2-पिछले वर्ष के प्रश्नपत्र बहुत जरूरी हैं और आप जितने मॉक पेपर हल कर सकते हैं, उन्हें हल करने का प्रयास करें

3-एनसीईआरटी सभी 3 वर्गों के लिए विशेष रूप से रसायन विज्ञान के लिए जरूरी है। इसे नज़रअंदाज न करें

4-सभी 3 विषयों के जेईई मेन के लिए सेंगेज किताबें खरीदें क्योंकि इसमें अवधारणाओं की गहरी व्याख्या है, इसमें कई संख्यात्मक और बहुत सारी अभ्यास सामग्री है

5- कोचिंग ले रहे हैं तो शिक्षकों की सलाह मानें

6- 2 घंटे 30 मीटर में पेपर पूरा करने का प्रयास करें और शेष 30 मीटर को रिवीजन के लिए छोड़ दें और बिना प्रयास के प्रश्नों को हल करें (यदि कोई हो)। समय और नकारात्मक अंकन से बचें।

7-अंत में पेपर को बहुत सावधानी से संशोधित करें क्योंकि कुछ गलतियों को सुधारा जा सकता है।

8-वन शॉट वीडियो प्रत्येक विषय के लिए जरूरी है क्योंकि यह कम समय में अवधारणाओं को मजबूत बनाता है।","जी मेन मध्ये 3 विभाग आहेत गणित, भौतिकशास्त्र आणि रसायनशास्त्र प्रत्येकी 100 गुण

1-तुम्हाला ज्या विभागाबद्दल विश्वास वाटतो आणि सुरुवातीला सर्वोत्तम आहे तो विभाग पूर्ण करण्याचा प्रयत्न करा.

2-मागील वर्षाचे पेपर्स आवश्यक आहेत आणि जास्तीत जास्त मॉक पेपर सोडवण्याचा प्रयत्न करा

3-NCERT सर्व 3 विभागांसाठी विशेषतः रसायनशास्त्रासाठी आवश्यक आहे. त्याकडे दुर्लक्ष करू नका

4-सर्व 3 विषयांची मुख्य जीईसाठी Cengage पुस्तके खरेदी करा कारण त्यात संकल्पनांचे सखोल स्पष्टीकरण आहे, अनेक संख्यात्मक आणि भरपूर सराव साहित्य आहे

5-कोचिंग घेत असल्यास शिक्षकांच्या सल्ल्याचे पालन करा

6-2h 30m मध्ये पेपर पूर्ण करण्याचा प्रयत्न करा आणि उरलेले 30m पुनरावृत्तीसाठी सोडा आणि प्रयत्न न केलेले प्रश्न (असल्यास) सोडवा. उत्तराबद्दल खात्री नसल्यास, प्रश्नाचे उत्तर देणे टाळण्याचा प्रयत्न करा आणि पुढील प्रश्नावर जा कारण ते वाचवेल. वेळ आणि नकारात्मक चिन्हांकन टाळा.

7-शेवटी पेपर काळजीपूर्वक उजळणी करा कारण काही चुका केल्या तर त्या सुधारता येतील.

8-एक शॉट व्हिडिओ प्रत्येक विषयासाठी आवश्यक आहेत कारण ते कमी वेळेत संकल्पना मजबूत करते."
How to prepare for NEET?,"NEET exam consists of 3 sections-

Physics
Chemistry
Biology
Zoology
Botany
There is a limited time of 3hrs to complete the exam.

Build a year-long timetable- About how are you going to cover the syllabus.
Build a daily time table concerning how you are going to spend your day and plan accordingly.
Remember this is a long marathon but everyday is a sprint.
Study limited material. Don't study from too many different sources. Instead stick to a few good sources and revise them regularly.
NCERTs should be the base material and it shouldn't be ignored.
Assign one reference book to every topic and try to finish that first.
Give regular mock tests. This will ensure that you practice in the actual NEET environment.
Analyse each and every mock. NEET preparation is not complete if you don't analyse and improve on your mistakes.
Maintain formula book: For each and every chapter of Physics, Chemistry and Biology maintain a single page notes. So that it is easy to read just before the exam.","NEET परीक्षा में 3 खंड होते हैं-

भौतिक विज्ञान
रसायन शास्त्र
जीवविज्ञान
प्राणि विज्ञान
वनस्पति विज्ञान
परीक्षा को पूरा करने के लिए 3 घंटे का सीमित समय है।

एक साल की समय सारिणी बनाएं- इस बारे में कि आप पाठ्यक्रम को कैसे कवर करने जा रहे हैं।
आप अपना दिन कैसे व्यतीत करने जा रहे हैं और उसके अनुसार योजना बनाकर एक दैनिक समय सारणी बनाएं।
याद रखें कि यह एक लंबी मैराथन है लेकिन हर रोज एक स्प्रिंट है।
सीमित सामग्री का अध्ययन करें। बहुत सारे अलग-अलग स्रोतों से अध्ययन न करें। इसके बजाय कुछ अच्छे स्रोतों से चिपके रहें और उन्हें नियमित रूप से संशोधित करें।
एनसीईआरटी आधार सामग्री होनी चाहिए और इसे नजरअंदाज नहीं किया जाना चाहिए।
प्रत्येक विषय के लिए एक संदर्भ पुस्तक नियत करें और उसे पहले समाप्त करने का प्रयास करें।
नियमित मॉक टेस्ट दें। यह सुनिश्चित करेगा कि आप वास्तविक NEET वातावरण में अभ्यास करें।
प्रत्येक मॉक का विश्लेषण करें। यदि आप अपनी गलतियों का विश्लेषण और सुधार नहीं करते हैं तो NEET की तैयारी पूरी नहीं होती है।
फॉर्मूला बुक बनाए रखें: फिजिक्स, केमिस्ट्री और बायोलॉजी के हर चैप्टर के लिए एक पेज का नोट्स बनाए रखें। ताकि परीक्षा से ठीक पहले पढ़ने में आसानी हो।","NEET परीक्षेत 3 विभाग असतात-

भौतिकशास्त्र
रसायनशास्त्र
जीवशास्त्र
प्राणीशास्त्र
वनस्पतिशास्त्र
परीक्षा पूर्ण करण्यासाठी 3 तासांचा मर्यादित वेळ आहे.

वर्षभराचे वेळापत्रक तयार करा- तुम्ही अभ्यासक्रम कसा कव्हर करणार आहात याबद्दल.
तुम्ही तुमचा दिवस कसा घालवणार आहात याचे दैनंदिन टाइम टेबल तयार करा आणि त्यानुसार योजना करा.
लक्षात ठेवा ही एक लांब मॅरेथॉन आहे परंतु दररोज धावणे आहे.
मर्यादित साहित्याचा अभ्यास करा. खूप वेगवेगळ्या स्रोतांमधून अभ्यास करू नका. त्याऐवजी काही चांगल्या स्रोतांना चिकटून राहा आणि त्यांची नियमितपणे उजळणी करा.
NCERTs हे मूलभूत साहित्य असले पाहिजे आणि त्याकडे दुर्लक्ष केले जाऊ नये.
प्रत्येक विषयासाठी एक संदर्भ पुस्तक नियुक्त करा आणि प्रथम ते पूर्ण करण्याचा प्रयत्न करा.
नियमित मॉक टेस्ट द्या. हे सुनिश्चित करेल की तुम्ही वास्तविक NEET वातावरणात सराव करता.
प्रत्येक उपहासाचे विश्लेषण करा. जर तुम्ही तुमच्या चुकांचे विश्लेषण करून सुधारणा केली नाही तर NEET ची तयारी पूर्ण होणार नाही.
फॉर्म्युला बुक ठेवा: भौतिकशास्त्र, रसायनशास्त्र आणि जीवशास्त्राच्या प्रत्येक अध्यायासाठी एक पानाच्या नोट्स ठेवा. जेणेकरून परीक्षेच्या आधी वाचणे सोपे होईल."
How to clear defence exam?,"You must follow CDS exam detailed strategies for all three papers
Be mentally prepared to study 5-6 hours daily
Daily “The Hindu editorial reading” will help in CDS Written exam + SSB interview
You have to score 65+ marks in Maths or English (As per your aptitude)
 One single book for CDS exam: Those days are gone
Analyze the types of questions asked in each CDS paper (for last 5-6 attempts)
Stick to CDS Syllabus and types of questions asked in exam
Focus on scoring 40-45 in CDS GK, not just clearing CDS cutoff marks
Minimum 10 papers solving of English paper before CDS Exam","आपको तीनों पेपरों के लिए सीडीएस परीक्षा की विस्तृत रणनीतियों का पालन करना चाहिए
रोजाना 5-6 घंटे पढ़ाई के लिए मानसिक रूप से तैयार रहें
दैनिक ""द हिंदू संपादकीय पठन"" सीडीएस लिखित परीक्षा + एसएसबी साक्षात्कार में मदद करेगा
आपको गणित या अंग्रेजी में 65+ अंक प्राप्त करने होंगे (आपकी योग्यता के अनुसार)
 सीडीएस परीक्षा के लिए एक ही किताब: वे दिन गए
प्रत्येक सीडीएस पेपर में पूछे गए प्रश्नों के प्रकारों का विश्लेषण करें (पिछले 5-6 प्रयासों के लिए)
सीडीएस सिलेबस से चिपके रहें और परीक्षा में पूछे जाने वाले प्रश्नों के प्रकार
CDS GK में 40-45 स्कोर करने पर ध्यान दें, न कि केवल CDS कटऑफ मार्क्स को क्लियर करने पर
सीडीएस परीक्षा से पहले अंग्रेजी के पेपर हल करने के न्यूनतम 10 पेपर","तुम्ही तीनही पेपरसाठी सीडीएस परीक्षेच्या तपशीलवार धोरणांचे पालन केले पाहिजे
दररोज 5-6 तास अभ्यास करण्यासाठी मानसिकदृष्ट्या तयार रहा
दैनिक ""द हिंदू संपादकीय वाचन"" CDS लेखी परीक्षा + SSB मुलाखतीत मदत करेल
तुम्हाला गणित किंवा इंग्रजीमध्ये ६५+ गुण मिळाले पाहिजेत (तुमच्या योग्यतेनुसार)
 सीडीएस परीक्षेसाठी एकच पुस्तक: ते दिवस गेले
प्रत्येक सीडीएस पेपरमध्ये विचारलेल्या प्रश्नांच्या प्रकारांचे विश्लेषण करा (गेल्या ५-६ प्रयत्नांसाठी)
सीडीएस अभ्यासक्रम आणि परीक्षेत विचारलेल्या प्रश्नांचे प्रकार चिकटवा
CDS GK मध्ये 40-45 स्कोअर करण्यावर लक्ष केंद्रित करा, फक्त CDS कटऑफ मार्क्स साफ न करता
CDS परीक्षेपूर्वी इंग्रजी पेपरचे किमान 10 पेपर सोडवणे"
How to get into an IIT?,"To get admission into IIT after class 12th, candidates have to first appear and qualify the JEE Main entrance exam . It is conducted by the National Testing Agency twice a year - January and April. After qualifying JEE Main, the next step is to appear for JEE Advanced exam.","कक्षा 12 वीं के बाद आईआईटी में प्रवेश पाने के लिए, उम्मीदवारों को पहले जेईई मेन प्रवेश परीक्षा में उपस्थित होना और उत्तीर्ण करना होगा। यह राष्ट्रीय परीक्षण एजेंसी द्वारा वर्ष में दो बार - जनवरी और अप्रैल में आयोजित किया जाता है। जेईई मेन क्वालिफाई करने के बाद, अगला कदम जेईई एडवांस परीक्षा के लिए उपस्थित होना है।","इयत्ता 12 वी नंतर IIT मध्ये प्रवेश मिळविण्यासाठी, उमेदवारांना प्रथम JEE मुख्य प्रवेश परीक्षा उत्तीर्ण होणे आवश्यक आहे. हे राष्ट्रीय चाचणी एजन्सीद्वारे वर्षातून दोनदा आयोजित केले जाते - जानेवारी आणि एप्रिल. जेईई मेन उत्तीर्ण झाल्यानंतर, पुढील पायरी म्हणजे जेईई अॅडव्हान्स्ड परीक्षेला बसणे."
How to prepare for CA? ,"You need to clear four papers to successfully complete the foundation course.
To prepare for the same -
Plan and prioritise
Get help if needed
Practice","फाउंडेशन कोर्स को सफलतापूर्वक पूरा करने के लिए आपको चार पेपर क्लियर करने होंगे।
उसी की तैयारी के लिए-
योजना बनाएं और प्राथमिकता दें
जरूरत पड़ने पर मदद लें
अभ्यास","फाऊंडेशन कोर्स यशस्वीरीत्या पूर्ण करण्यासाठी तुम्हाला चार पेपर क्लिअर करावे लागतील.
त्याच तयारीसाठी -
योजना करा आणि प्राधान्य द्या
आवश्यक असल्यास मदत घ्या
सराव"
How to do MBA?,"The traditional route is to complete graduation and then appearing for Common Admission Test (CAT) or other national-level exams such as Xaviers Aptitude Test (XAT), Management Aptitude Test (MAT) and Common Management Admission Test (CMAT).04","पारंपरिक मार्ग स्नातक पूरा करना और फिर कॉमन एडमिशन टेस्ट (कैट) या अन्य राष्ट्रीय स्तर की परीक्षाओं जैसे जेवियर्स एप्टीट्यूड टेस्ट (एक्सएटी), मैनेजमेंट एप्टीट्यूड टेस्ट (एमएटी) और कॉमन मैनेजमेंट एडमिशन टेस्ट (सीमैट) के लिए उपस्थित होना है। 04","पारंपारिक मार्ग म्हणजे ग्रॅज्युएशन पूर्ण करणे आणि नंतर कॉमन अॅडमिशन टेस्ट (CAT) किंवा झेवियर्स अॅप्टिट्यूड टेस्ट (XAT), मॅनेजमेंट अॅप्टिट्यूड टेस्ट (MAT) आणि कॉमन मॅनेजमेंट अॅडमिशन टेस्ट (CMAT) यांसारख्या इतर राष्ट्रीय-स्तरीय परीक्षांना बसणे."
How to prepare for CAT?,Practice is the key to ace the CAT Exam. You can become more familiar with the exam pattern by taking mock tests regularly. They also help you gain a better understanding of what to expect from the real exam and improve your speed.,अभ्यास कैट परीक्षा में सफल होने की कुंजी है। आप नियमित रूप से मॉक टेस्ट देकर परीक्षा पैटर्न से अधिक परिचित हो सकते हैं। वे आपको यह समझने में भी मदद करते हैं कि वास्तविक परीक्षा से क्या उम्मीद की जाए और आपकी गति में सुधार किया जाए।,कॅट परीक्षेत यश मिळवण्यासाठी सराव महत्त्वाचा आहे. नियमितपणे मॉक टेस्ट घेऊन तुम्ही परीक्षेच्या पॅटर्नशी अधिक परिचित होऊ शकता. ते तुम्हाला खऱ्या परीक्षेतून काय अपेक्षित आहे हे समजून घेण्यास आणि तुमचा वेग सुधारण्यास मदत करतात.
How to become an computer engineer?,You can choose to pursue a bachelor's degree like B. Tech or BCA after class 12th. If you are looking for short-term courses then certifications and diploma programs can also be a great option.,आप 12 वीं कक्षा के बाद बी.टेक या बीसीए जैसे स्नातक की डिग्री हासिल करना चुन सकते हैं। अगर आप शॉर्ट टर्म कोर्स की तलाश में हैं तो सर्टिफिकेशन और डिप्लोमा प्रोग्राम भी एक बढ़िया विकल्प हो सकते हैं।,तुम्ही 12वी नंतर बी.टेक किंवा बीसीए सारखी पदवी मिळवू शकता. जर तुम्ही अल्प-मुदतीचे अभ्यासक्रम शोधत असाल तर प्रमाणपत्रे आणि डिप्लोमा प्रोग्राम देखील एक उत्तम पर्याय असू शकतात.
How do I get into ISRO?,A student with superior academic records will have an extra advantage and know how to enter ISRO after 12th. Students can also get into the IIST after class 12 by scoring well in the JEE Mains and Advanced exams. Candidates must meet specific requirements to be considered for direct ISRO recruitment through IIST.,बेहतर अकादमिक रिकॉर्ड वाले छात्र को एक अतिरिक्त लाभ होगा और वह जानता होगा कि 12 वीं के बाद इसरो में कैसे प्रवेश किया जाए। छात्र जेईई मेन्स और एडवांस परीक्षाओं में अच्छा स्कोर करके कक्षा 12 के बाद आईआईएसटी में भी प्रवेश ले सकते हैं। आईआईएसटी के माध्यम से सीधी इसरो भर्ती के लिए विचार किए जाने के लिए उम्मीदवारों को विशिष्ट आवश्यकताओं को पूरा करना होगा।,उच्च शैक्षणिक नोंदी असलेल्या विद्यार्थ्याला अतिरिक्त फायदा होईल आणि 12वी नंतर इस्रोमध्ये कसे प्रवेश करायचा हे त्याला माहित असेल. जेईई मेन आणि अॅडव्हान्स परीक्षांमध्ये चांगले गुण मिळवून विद्यार्थी १२वी नंतर आयआयएसटीमध्ये प्रवेश करू शकतात. IIST द्वारे थेट ISRO भरतीसाठी विचारात घेण्यासाठी उमेदवारांनी विशिष्ट आवश्यकता पूर्ण करणे आवश्यक आहे.
What are the alternate career options for UPSC aspirant?,"Be a mentors for aspirant or run NGOs
If you want to join PSU or are interested in MTech then you can go for GATE exam
You can go to Bank PO's
Aspirants who haven't cleared they can appear for government job exams like preparing for CSE papers, State PSC exams, SSC CGL, banking exams, teaching (TET), etc
Candidates can opt for higher studies as per their interests such as MBA, MTech, or other post-graduation programs.
They can even join the private sector for a job
People who haven't cleared the CSE exam should not feel dejected, wherein they should first identify their weakness and improve their performance before appearing for CSE again.
If aspirants want to attempt the UPSC exam again then they are highly appreciated.","आकांक्षी के लिए एक संरक्षक बनें या एनजीओ चलाएं
यदि आप पीएसयू में शामिल होना चाहते हैं या एमटेक में रुचि रखते हैं तो आप गेट परीक्षा के लिए जा सकते हैं
आप बैंक पीओ में जा सकते हैं
जिन उम्मीदवारों ने पास नहीं किया है, वे सरकारी नौकरी की परीक्षाओं जैसे सीएसई पेपर, राज्य पीएससी परीक्षा, एसएससी सीजीएल, बैंकिंग परीक्षा, शिक्षण (टीईटी), आदि की तैयारी कर सकते हैं।
उम्मीदवार अपनी रुचि के अनुसार एमबीए, एमटेक, या अन्य स्नातकोत्तर कार्यक्रमों के अनुसार उच्च अध्ययन का विकल्प चुन सकते हैं।
वे नौकरी के लिए निजी क्षेत्र में भी जा सकते हैं
जिन लोगों ने सीएसई परीक्षा पास नहीं की है, उन्हें निराश नहीं होना चाहिए, जिसमें उन्हें पहले अपनी कमजोरी की पहचान करनी चाहिए और फिर से सीएसई में बैठने से पहले अपने प्रदर्शन में सुधार करना चाहिए।
यदि उम्मीदवार फिर से यूपीएससी परीक्षा का प्रयास करना चाहते हैं तो उनकी बहुत सराहना की जाती है।","इच्छुकांसाठी मार्गदर्शक व्हा किंवा एनजीओ चालवा
तुम्हाला PSU मध्ये सामील व्हायचे असल्यास किंवा MTech मध्ये स्वारस्य असल्यास तुम्ही GATE परीक्षेसाठी जाऊ शकता
तुम्ही बँक पीओकडे जाऊ शकता
ज्या इच्छुकांनी पास केले नाही ते CSE पेपर, राज्य PSC परीक्षा, SSC CGL, बँकिंग परीक्षा, अध्यापन (TET) इत्यादींची तयारी करणार्‍या सरकारी नोकरीच्या परीक्षांना बसू शकतात.
उमेदवार त्यांच्या आवडीनुसार उच्च शिक्षणाची निवड करू शकतात जसे की MBA, MTech किंवा इतर पोस्ट-ग्रॅज्युएशन प्रोग्राम.
ते नोकरीसाठी खाजगी क्षेत्रातही सामील होऊ शकतात
ज्या लोकांनी CSE परीक्षा उत्तीर्ण केलेली नाही अशा लोकांना निराश वाटू नये, ज्यामध्ये त्यांनी प्रथम त्यांची कमजोरी ओळखली पाहिजे आणि पुन्हा CSE ला येण्यापूर्वी त्यांची कामगिरी सुधारली पाहिजे.
जर इच्छुकांना यूपीएससी परीक्षेचा पुन्हा प्रयत्न करायचा असेल तर त्यांचे खूप कौतुक आहे."
Can I do UPSC after 10th?,"After 10th,you have to take any group in class 11. After Intermediate, you have to complete your graduation (Any degree). After 3-4 years of degree, you have to take coaching for an IAS for 1 year. After coaching, you can give the exam.",10वीं के बाद आपको 11वीं कक्षा में कोई भी ग्रुप लेना होता है। इंटरमीडिएट के बाद आपको अपना ग्रेजुएशन (कोई भी डिग्री) पूरा करना होता है। 3-4 साल की डिग्री के बाद आपको 1 साल के लिए IAS की कोचिंग लेनी होती है। कोचिंग के बाद आप परीक्षा दे सकते हैं।,"10वी नंतर, तुम्हाला 11वी मध्ये कोणताही गट घ्यावा लागेल. इंटरमिजिएट नंतर, तुम्हाला तुमचे पदवी (कोणतीही पदवी) पूर्ण करावी लागेल. 3-4 वर्षांच्या पदवीनंतर, तुम्हाला 1 वर्षासाठी IAS साठी कोचिंग घ्यावे लागेल. प्रशिक्षणानंतर तुम्ही परीक्षा देऊ शकता."
What are uncommon career options after 10th?,"Laboratory Technician Diploma
Diploma in Stenography
Diploma in Beauty culture & Hair dressing
Art Teacher Diploma","प्रयोगशाला तकनीशियन डिप्लोमा
आशुलिपि में डिप्लोमा
ब्यूटी कल्चर और हेयर ड्रेसिंग में डिप्लोमा
कला शिक्षक डिप्लोमा","प्रयोगशाळा तंत्रज्ञ डिप्लोमा
स्टेनोग्राफी मध्ये डिप्लोमा
डिप्लोमा इन ब्युटी कल्चर आणि हेअर ड्रेसिंग
कला शिक्षक डिप्लोमा"
How to be a professional sportsperson in India?,"While some start from early childhood, others start after high school or intermediate. It's never too late but being early will benefit you in the long run. You should apply for a bachelor's degree in some sports-related field and should know how to manage it. Academics should not disrupt your training schedule. 
Once you have enrolled yourself in an academy or stadium, your life becomes highly disciplined and a regulated one. Alongside, the sports gear and equipment will also matter up to some extent. But ultimately, it's your determination that matters.","जबकि कुछ बचपन से शुरू करते हैं, अन्य हाई स्कूल या इंटरमीडिएट के बाद शुरू करते हैं। कभी भी देर नहीं होती है लेकिन जल्दी होने से आपको लंबे समय में फायदा होगा। आपको खेल से संबंधित कुछ क्षेत्र में स्नातक की डिग्री के लिए आवेदन करना चाहिए और यह जानना चाहिए कि इसे कैसे प्रबंधित किया जाए। शिक्षाविदों को आपके प्रशिक्षण कार्यक्रम को बाधित नहीं करना चाहिए।
एक बार जब आप किसी अकादमी या स्टेडियम में अपना नामांकन करा लेते हैं, तो आपका जीवन अत्यधिक अनुशासित और विनियमित हो जाता है। साथ ही स्पोर्ट्स गियर और उपकरण भी कुछ हद तक मायने रखेंगे। लेकिन आखिरकार, यह आपका दृढ़ संकल्प है जो मायने रखता है।","काहींची सुरुवात लहानपणापासूनच होते, तर काहींची सुरुवात हायस्कूल किंवा इंटरमिजिएटनंतर होते. कधीच उशीर झालेला नसतो पण लवकर येण्याचा तुम्हाला दीर्घकाळ फायदा होईल. तुम्ही काही क्रीडा-संबंधित क्षेत्रात बॅचलर पदवीसाठी अर्ज केला पाहिजे आणि ते कसे व्यवस्थापित करावे हे माहित असले पाहिजे. अभ्यासकांनी तुमच्या प्रशिक्षण वेळापत्रकात व्यत्यय आणू नये.
एकदा तुम्ही अकादमी किंवा स्टेडियममध्ये नाव नोंदवले की तुमचे जीवन अत्यंत शिस्तबद्ध आणि नियमनयुक्त बनते. सोबतच, स्पोर्ट्स गियर आणि उपकरणे देखील काही प्रमाणात महत्त्वाचे असतील. पण शेवटी, तुमचा निर्धार महत्त्वाचा आहे."
How to pursue design after 12th?,"Many design colleges like NIFT, NID, AIFD etc. offer seats to students from science backgrounds on the basis of a design entrance exam. Some colleges shortlist the candidates on the basis of merit as well. The higher the marks of the candidate in the qualifying exam, the better his/her chances of getting selected for admission to a design college.","कई डिजाइन कॉलेज जैसे निफ्ट, एनआईडी, एआईएफडी आदि विज्ञान पृष्ठभूमि के छात्रों को डिजाइन प्रवेश परीक्षा के आधार पर सीटें प्रदान करते हैं। कुछ कॉलेज मेरिट के आधार पर भी उम्मीदवारों को शॉर्टलिस्ट करते हैं। अर्हक परीक्षा में उम्मीदवार के अंक जितने अधिक होंगे, डिजाइन कॉलेज में प्रवेश के लिए उसके चुने जाने की संभावना उतनी ही बेहतर होगी।","NIFT, NID, AIFD इत्यादी अनेक डिझाईन महाविद्यालये विज्ञान पार्श्वभूमीच्या विद्यार्थ्यांना डिझाइन प्रवेश परीक्षेच्या आधारे जागा देतात. काही महाविद्यालये गुणवत्तेच्या आधारावर उमेदवारांची निवड करतात. पात्रता परीक्षेत उमेदवाराचे गुण जितके जास्त असतील, तितकी त्याची डिझाइन कॉलेजमध्ये प्रवेशासाठी निवड होण्याची शक्यता जास्त असते."
What are the Required skills to Become an Aerospace Engineer?,"Strong  analytical and problem-solving skills 
Creative and ability to see alternative ways of things
Communication skills
Speed and accuracy 
Strong mathematics and Mechanics
Technical Expertise
Concern about safety
Interested in aviation and science
Sense of Responsibility
Work under pressure to meet the deadlines","मजबूत विश्लेषणात्मक और समस्या सुलझाने के कौशल
रचनात्मक और चीजों के वैकल्पिक तरीकों को देखने की क्षमता
संचार कौशल
गति और सटीकता
मजबूत गणित और यांत्रिकी
तकनीकी विशेषज्ञता
सुरक्षा की चिंता
विमानन और विज्ञान में रुचि
जिम्मेदारी की भावना
समय सीमा को पूरा करने के दबाव में काम करें","मजबूत विश्लेषणात्मक आणि समस्या सोडवण्याची कौशल्ये
सर्जनशील आणि पर्यायी मार्ग पाहण्याची क्षमता
संभाषण कौशल्य
वेग आणि अचूकता
मजबूत गणित आणि यांत्रिकी
तांत्रिक नैपुण्य
सुरक्षिततेची चिंता
विमान वाहतूक आणि विज्ञानात रस आहे
जबाबदारीची जाणीव
डेडलाइन पूर्ण करण्यासाठी दबावाखाली काम करा"
 What is the eligibility to Become an Aerospace Engineer?,"For admission in Bachelor’s degree in Aerospace Engineering, basic eligibility criteria is PCM in Class 12.
For admission in top engineering colleges of India, one must obtain a good rank in JEE mains and JEE advanced.
For getting a license in Aircraft maintenance engineering, clearing exams under DGCA is important.
For a Master’s degree in Aerospace, one can join the top institutions like IIT after clearing the GATE exam.","एयरोस्पेस इंजीनियरिंग में स्नातक की डिग्री में प्रवेश के लिए, मूल पात्रता मानदंड कक्षा 12 में पीसीएम है।
भारत के शीर्ष इंजीनियरिंग कॉलेजों में प्रवेश के लिए, जेईई मेन और जेईई एडवांस में अच्छी रैंक प्राप्त करनी चाहिए।
विमान रखरखाव इंजीनियरिंग में लाइसेंस प्राप्त करने के लिए, डीजीसीए के तहत परीक्षा उत्तीर्ण करना महत्वपूर्ण है।
एयरोस्पेस में मास्टर डिग्री के लिए कोई भी व्यक्ति GATE परीक्षा पास करने के बाद IIT जैसे शीर्ष संस्थानों में शामिल हो सकता है।","एरोस्पेस अभियांत्रिकीमधील बॅचलर पदवी प्रवेशासाठी, प्राथमिक पात्रता निकष इयत्ता 12 मध्ये पीसीएम आहे.
भारतातील शीर्ष अभियांत्रिकी महाविद्यालयांमध्ये प्रवेशासाठी, एखाद्याने जेईई मेन आणि जेईई प्रगत मध्ये चांगली रँक प्राप्त करणे आवश्यक आहे.
विमान देखभाल अभियांत्रिकीमध्ये परवाना मिळविण्यासाठी, DGCA अंतर्गत परीक्षा उत्तीर्ण करणे महत्वाचे आहे.
एरोस्पेसमधील पदव्युत्तर पदवीसाठी, GATE परीक्षा उत्तीर्ण झाल्यानंतर IIT सारख्या सर्वोच्च संस्थांमध्ये प्रवेश मिळू शकतो."
How to become a journalist?,"Students can pursue a major in Journalism or Communications or a diploma course in journalism.After graduation, they can take up a master’s course in journalism or mass communication.
They can also pursue a Diploma or PG Diploma in Journalism that trains specifically for a job in journalism.","छात्र पत्रकारिता या संचार में एक प्रमुख या पत्रकारिता में डिप्लोमा कोर्स कर सकते हैं। स्नातक होने के बाद, वे पत्रकारिता या जन संचार में मास्टर कोर्स कर सकते हैं।
वे पत्रकारिता में डिप्लोमा या पीजी डिप्लोमा भी कर सकते हैं जो विशेष रूप से पत्रकारिता में नौकरी के लिए प्रशिक्षण देता है।","विद्यार्थी पत्रकारिता किंवा कम्युनिकेशन या विषयात मुख्य किंवा पत्रकारितेचा डिप्लोमा कोर्स करू शकतात. पदवीनंतर, ते पत्रकारिता किंवा जनसंवादात पदव्युत्तर अभ्यासक्रम घेऊ शकतात.
ते पत्रकारितेतील डिप्लोमा किंवा पीजी डिप्लोमा देखील करू शकतात जे विशेषतः पत्रकारितेच्या नोकरीसाठी प्रशिक्षण देतात."
